id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,total_points,event_points,points_per_game,form,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,price_change_percent,cost_change_event_fall,cost_change_start_fall,status,chance_of_playing_next_round,news,news_added,ep_this,ep_next,team_join_date,birth_date
444,Jaouen,Ewen,Jaouen,17,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,76,242,76,242,-28.2,0,0,a,,,,1.9,1.9,2026-06-15,2005-12-29
445,Thiaw,Malick,Thiaw,17,2,50,0,0,3,3,3.0,3.0,90,1,0,0,0,2,0,0,0,0,0,0.00,0.00,0.00,2.98,15,1.7,11079,5931,11079,5931,2.7,0,0,a,,,,2.2,2.2,2025-08-12,2001-08-08
446,Schär,Fabian,Schär,17,2,50,0,0,1,1,1.0,1.0,1,0,0,0,0,1,0,0,0,0,-1,0.00,0.00,0.00,0.79,0,0.3,1409,1167,1409,1167,0.2,0,0,a,100,,2026-08-15T16:30:07.209742Z,2.2,2.2,2018-07-26,1991-12-20
447,Botman,Sven,Botman,17,2,50,0,0,3,3,3.0,3.0,90,1,0,0,0,2,0,0,0,0,4,0.00,0.01,0.01,2.98,10,0.5,5929,2035,5929,2035,2.2,0,0,a,,,,2.2,2.2,2022-06-28,2000-01-12
448,Burn,Dan,Burn,17,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.9,6173,50306,6173,50306,-45.9,0,0,i,0,Ankle injury - Expected back 14 Sep,2026-08-23T18:00:08.367241Z,2.2,0.0,2022-01-31,1992-05-09
449,Hall,Lewis,Hall,17,2,50,0,0,3,3,3.0,3.0,90,1,0,0,0,2,0,0,0,0,8,0.00,0.35,0.35,2.98,11,4.0,36297,11240,36297,11240,12.6,0,0,a,,,,2.2,2.2,2024-07-01,2004-09-08
450,Livramento,Tino,Livramento,17,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,73,895,73,895,-43.7,0,0,i,0,Calf injury - Unknown return date,2026-07-23T12:01:23.753221Z,0.0,0.0,2023-08-08,2002-11-12
451,A.Murphy,Alex,Murphy,17,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,0,2587,0,2587,0.0,0,0,u,0,Has joined FC Kaiserslautern on loan for the rest of the season,2026-08-12T14:05:29.224600Z,0.0,0.0,2023-07-19,2004-06-25
453,Barnes,Harvey,Barnes,17,3,60,0,0,2,2,2.0,2.0,90,1,0,0,0,2,0,0,0,0,12,0.07,0.02,0.09,2.98,8,1.1,5563,5812,5563,5812,0.3,0,0,a,,,,2.2,2.2,2023-07-23,1997-12-09
454,Elanga,Anthony,Elanga,17,3,60,0,0,9,9,9.0,9.0,75,1,1,0,0,1,0,0,0,2,31,0.22,0.01,0.23,1.94,2,1.6,53063,6154,53063,6154,22.2,0,0,a,,,,2.2,2.2,2025-07-11,2002-04-27
456,J.Ramsey,Jacob,Ramsey,17,3,50,0,0,0,0,0.0,0.0,34,0,0,0,0,1,1,0,0,0,1,0.06,0.01,0.07,1.50,6,0.4,1031,2864,1031,2864,-21.1,0,0,a,,,,1.5,1.5,2025-08-17,2001-05-28
457,J.Murphy,Jacob,Murphy,17,3,60,0,0,0,0,0.0,0.0,14,0,0,0,0,1,1,0,0,0,-1,0.00,0.00,0.00,1.04,2,0.2,509,1575,509,1575,-31.2,0,0,a,,,,2.2,2.2,2017-07-19,1995-02-24
458,Joelinton,Joelinton Cássio,Apolinário de Lira,17,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,31,756,31,756,-48.1,0,0,i,0,Unspecified injury - Unknown return date,2026-08-16T08:00:08.074045Z,0.0,0.0,2019-07-24,1996-08-14
459,L.Miley,Lewis,Miley,17,3,55,0,0,3,3,3.0,3.0,75,1,0,0,0,1,1,0,0,0,13,0.05,0.01,0.06,1.94,13,0.1,743,295,743,295,0.2,0,0,a,100,,2026-07-23T12:01:23.785456Z,2.0,2.0,2023-02-01,2006-05-01
460,Willock,Joe,Willock,17,3,50,0,0,6,6,6.0,6.0,34,0,1,0,0,1,0,0,0,0,28,0.09,0.17,0.26,1.50,3,0.2,4439,1022,4439,1022,1.6,0,0,a,,,,1.5,1.5,2021-08-13,1999-08-20
461,Touré,Bazoumana,Touré,17,3,60,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,328,2628,328,2628,-50.5,0,0,a,,,,2.2,2.2,2026-07-05,2006-03-02
462,Steur,Sean,Steur,17,3,50,0,0,1,1,1.0,1.0,55,1,0,0,0,1,0,0,0,0,3,0.00,0.00,0.00,1.48,2,0.1,519,618,519,618,-0.5,0,0,a,,,,1.5,1.5,2026-07-09,2008-01-11
463,Woltemade,Nick,Woltemade,17,4,60,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.6,5090,19497,5090,19497,-45.1,0,0,a,,,,2.0,2.0,2025-08-30,2002-02-14
464,Wissa,Yoane,Wissa,17,4,60,0,0,4,4,4.0,4.0,90,1,0,1,0,1,1,0,0,0,7,1.00,0.02,1.02,2.19,8,2.7,76462,10881,76462,10881,29.4,0,0,a,,,,2.0,2.0,2025-09-01,1996-09-03
465,Osula,William,Osula,17,4,60,0,0,4,4,4.0,4.0,55,1,0,1,0,1,0,0,0,0,18,0.06,0.14,0.20,1.48,5,1.2,19728,7388,19728,7388,5.9,0,0,d,50,Knock - 50% chance of playing,2026-08-25T19:00:08.004915Z,2.0,1.0,2024-08-08,2003-08-04
466,Neave,Sean,Neave,17,4,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.8,4211,5266,4211,5266,-2.8,0,0,a,,,,1.0,1.0,2025-02-07,2007-05-27
559,Bamba,Aladji,Bamba,17,3,50,0,0,1,1,1.0,1.0,14,0,0,0,0,1,0,0,0,0,5,0.00,0.00,0.00,1.04,2,0.1,489,1042,489,1042,-15.8,0,0,a,,,,1.5,1.5,2026-07-24,2006-07-14
567,Horníček,Lukás,Hornícek,17,1,50,0,0,1,1,1.0,1.0,90,1,0,0,0,2,1,0,5,0,12,0.00,0.00,0.00,2.98,0,0.7,3323,2415,3323,2415,0.4,0,0,a,,,,2.6,2.6,2026-08-03,2002-07-13
593,Dedić,Amar,Dedic,17,2,45,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,-1,0.03,0.00,0.03,2.98,9,0.3,3552,1072,3552,1072,0.0,0,0,a,,,,1.7,1.7,2026-08-18,2002-08-18
609,Shahar,Leo,Shahar,17,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,2457,347,2457,347,0.0,0,0,a,,,,1.0,1.0,,
467,Sels,Matz,Sels,18,1,50,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,2,0,11,0.00,0.00,0.00,0.47,0,1.6,1688,6008,1688,6008,-11.3,0,0,a,,,,2.6,2.6,2024-02-01,1992-02-26
468,John,John Victor,Maciel Furtado,18,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,121,285,121,285,-10.8,0,0,a,,,,1.9,1.9,2025-08-31,1996-02-13
469,N.Williams,Neco,Williams,18,2,50,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,13,0.00,0.02,0.02,0.47,6,9.4,10863,44340,10863,44340,-14.3,0,0,a,,,,2.2,2.2,2022-07-11,2001-04-13
470,Morato,Felipe,Rodrigues da Silva,18,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,185,410,185,410,-23.2,0,0,a,,,,2.2,2.2,2024-08-30,2001-06-30
471,Milenković,Nikola,Milenković,18,2,55,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,4,0.11,0.02,0.13,0.47,7,1.9,1800,8889,1800,8889,-16.5,0,0,a,,,,2.5,2.5,2024-07-18,1997-10-12
472,Murillo,Murillo,Costa dos Santos,18,2,55,0,0,4,4,4.0,4.0,90,1,0,0,0,1,0,0,0,0,15,0.00,0.28,0.28,0.47,14,1.7,6173,6345,6173,6345,0.1,0,0,a,100,,2026-07-23T12:01:23.801183Z,2.5,2.5,2023-08-31,2002-07-04
473,Aina,Ola,Aina,18,2,45,0,0,5,5,5.0,5.0,73,1,0,0,1,0,1,0,0,0,24,0.04,0.17,0.21,0.34,2,3.6,11930,13202,11930,13202,-0.8,0,0,a,,,,1.7,1.7,2023-07-22,1996-10-08
474,Jair Cunha,Jair,Paula da Cunha Filho,18,2,45,0,0,1,1,1.0,1.0,90,1,0,0,0,1,1,0,0,0,5,0.00,0.00,0.00,0.47,8,0.2,191,915,191,915,-14.2,0,0,a,,,,1.7,1.7,2025-07-11,2005-03-07
475,Savona,Nicolò,Savona,18,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,41,30,41,30,0.0,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.816304Z,0.0,0.0,2025-08-30,2003-03-19
476,O.Richards,Omar,Richards,18,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,367,1281,367,1281,-14.8,0,0,a,,,,1.0,1.0,2022-07-10,1998-02-15
477,Abbott,Zach,Abbott,18,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,699,1433,699,1433,-9.5,0,0,a,,,,1.0,1.0,2022-08-22,2006-05-13
478,Netz,Luca,Netz,18,2,45,0,0,1,1,1.0,1.0,16,0,0,0,0,1,0,0,0,0,-2,0.00,0.00,0.00,0.13,0,0.0,78,181,78,181,-16.3,0,0,a,,,,1.7,1.7,2026-02-02,2003-05-15
479,Bindon,Tyler,Bindon,18,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,242,892,242,892,-12.2,0,0,a,,,,1.0,1.0,2025-02-03,2005-01-27
480,Gibbs-White,Morgan,Gibbs-White,18,3,80,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,10,0.13,0.06,0.19,0.47,3,9.8,6750,149571,6750,149571,-41.8,0,0,d,75,Knee injury - 75% chance of playing,2026-08-24T15:30:08.350159Z,2.8,2.1,2022-08-19,2000-01-27
482,Hudson-Odoi,Callum,Hudson-Odoi,18,3,60,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,511,3064,511,3064,-55.9,0,0,a,100,,2026-07-23T12:01:23.832709Z,2.2,2.2,2023-09-01,2000-11-07
483,Ndoye,Dan,Ndoye,18,3,55,0,0,3,3,3.0,3.0,61,1,0,0,1,0,0,0,0,0,5,0.00,0.00,0.00,0.25,3,0.4,593,2881,593,2881,-25.3,0,0,a,,,,2.0,2.0,2025-07-31,2000-10-25
484,Hutchinson,Omari,Hutchinson,18,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,146,1330,146,1330,-36.0,0,0,a,,,,2.0,2.0,2025-08-16,2003-10-30
485,Bakwa,Dilane,Bakwa,18,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,87,202,87,202,-38.9,0,0,a,,,,2.0,2.0,2025-09-01,2002-08-26
486,McAtee,James,McAtee,18,3,55,0,0,3,3,3.0,3.0,73,1,0,0,1,0,0,0,0,0,18,0.00,0.16,0.16,0.34,8,0.0,316,270,316,270,0.0,0,0,a,,,,2.0,2.0,2025-08-16,2002-10-18
487,Dominguez,Nicolás,Domínguez,18,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,145,669,145,669,-29.4,0,0,a,,,,1.5,1.5,2023-09-01,1998-06-28
488,I.Sangaré,Ibrahim,Sangaré,18,3,50,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,10,0.03,0.01,0.04,0.47,6,1.0,1989,7405,1989,7405,-26.3,0,0,a,,,,1.5,1.5,2023-09-01,1997-12-02
489,Yates,Ryan,Yates,18,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.5,514,28447,514,28447,-33.7,0,0,i,0,Unspecified injury - Unknown return date,2026-08-17T20:30:08.195072Z,0.0,0.0,2018-08-01,1997-11-21
490,Wood,Chris,Wood,18,4,60,0,0,1,1,1.0,1.0,28,0,0,0,0,1,0,0,0,0,3,0.12,0.01,0.13,0.22,1,1.7,3136,16289,3136,16289,-39.2,0,0,a,,,,2.0,2.0,2023-07-01,1991-12-07
491,Igor Jesus,Igor Jesus,Maciel da Cruz,18,4,60,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,8,0.22,0.02,0.24,0.47,3,4.0,6595,28514,6595,28514,-24.3,0,0,a,,,,2.0,2.0,2025-07-05,2001-02-25
493,Kalimuendo,Arnaud,Kalimuendo,18,4,55,0,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0,0.1,221,459,221,459,-22.5,0,0,a,,,,1.8,1.8,2025-08-18,2002-01-20
558,Schlager,Xaver,Schlager,18,3,50,0,0,1,1,1.0,1.0,16,0,0,0,0,1,0,0,0,0,3,0.00,0.00,0.00,0.13,1,0.1,103,647,103,647,-23.0,0,0,a,,,,1.5,1.5,2026-07-23,1997-09-28
581,Diomande,Ousmane,Diomande,18,2,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.8,2750,7673,2750,7673,-4.4,0,0,a,,,,2.5,2.5,2026-08-11,2003-12-04
590,Benda,Steven,Benda,18,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,442,349,442,349,0.0,0,0,a,,,,1.9,1.9,2026-08-15,1998-10-01
112,Van Hecke,Jan Paul,van Hecke,19,2,50,0,0,1,1,1.0,1.0,90,1,0,0,0,3,0,0,0,0,3,0.00,0.03,0.03,3.87,9,10.0,28638,62792,28638,62792,-12.4,0,0,a,,,,2.2,2.2,2026-06-18,2000-06-08
403,Savinho,Sávio,Moreira de Oliveira,19,3,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,4580,3058,4580,3058,0.7,0,0,a,,,,2.3,2.3,2026-06-25,2004-04-10
455,Tonali,Sandro,Tonali,19,3,55,0,0,2,2,2.0,2.0,90,1,0,0,0,3,0,0,0,0,14,0.04,0.06,0.10,3.87,4,3.9,8294,32743,8294,32743,-29.8,0,0,a,,,,2.0,2.0,2026-07-06,2000-05-08
494,Vicario,Guglielmo,Vicario,19,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,0,9029,0,9029,0.0,0,0,u,0,Has joined Juventus on loan for the rest of the season,2026-08-19T13:55:33.193962Z,0.0,0.0,2023-07-01,1996-10-07
495,Austin,Brandon,Austin,19,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.9,1971,2351,1971,2351,-0.4,0,0,a,,,,1.0,1.0,2017-07-22,1999-01-08
496,Kinsky,Antonín,Kinský,19,1,45,0,0,2,2,2.0,2.0,90,1,0,0,0,3,0,0,5,0,15,0.00,0.00,0.00,3.87,0,23.2,19599,50353,19599,50353,-4.0,0,0,a,,,,1.9,1.9,2025-01-05,2003-03-13
497,Dubravka,Martin,Dubravka,19,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,18.9,20402,38626,20402,38626,-2.8,0,0,a,,,,1.0,1.0,2026-07-01,1989-01-15
498,Senesi,Marcos,Senesi Barón,19,2,60,0,0,3,3,3.0,3.0,90,1,0,0,0,3,0,0,0,0,10,0.00,0.02,0.02,3.87,16,7.9,10600,38306,10600,38306,-15.5,0,0,a,,,,2.8,2.8,2026-07-01,1997-05-10
499,Pedro Porro,Pedro,Porro Sauceda,19,2,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,13.9,6256,264795,6256,264795,-0.4,0,0,a,100,,2026-08-21T15:22:48.149081Z,0.0,2.5,2023-07-01,1999-09-13
500,Romero,Cristian,Romero,19,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,0,8752,0,8752,0.0,0,0,u,0,Has joined Atletico Madrid permanently,2026-08-17T13:49:05.465401Z,0.0,0.0,2022-08-30,1998-04-27
501,Danso,Kevin,Danso,19,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,816,1620,816,1620,-18.8,0,0,a,,,,2.2,2.2,2025-07-01,1998-09-19
502,Robertson,Andrew,Robertson,19,2,45,0,0,3,3,3.0,3.0,90,1,0,0,0,3,0,0,0,0,13,0.00,0.06,0.06,3.87,11,3.9,13850,14468,13850,14468,0.8,0,0,a,,,,1.7,1.7,2026-07-01,1994-03-11
503,Van de Ven,Micky,van de Ven,19,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,4.4,2838,107597,2838,107597,0.0,0,0,a,100,,2026-08-21T15:00:07.610517Z,0.0,2.2,2023-08-08,2001-04-19
505,Spence,Djed,Spence,19,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.6,0,38078,0,38078,0.0,0,0,u,0,Has joined Internazionale permanently,2026-08-18T14:13:08.454214Z,0.0,0.0,2022-07-19,2000-08-09
506,Udogie,Destiny,Udogie,19,2,45,0,0,1,1,1.0,1.0,4,0,0,0,0,0,0,0,0,0,3,0.00,0.02,0.02,0.44,0,0.5,1291,3009,1291,3009,-15.3,0,0,a,,,,1.7,1.7,2022-08-16,2002-11-28
507,Phillips,Ashley,Phillips,19,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,510,0,510,0.0,0,0,u,0,Has joined Middlesbrough permanently,2026-08-18T14:13:08.474144Z,0.0,0.0,2023-08-05,2005-06-26
508,Davies,Ben,Davies,19,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.1,2023,5724,2023,5724,-13.0,0,0,a,,,,1.0,1.0,2014-07-23,1993-04-24
509,Byfield,Jun'ai,Byfield,19,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,237,368,237,368,-6.6,0,0,a,,,,1.0,1.0,,
510,Rowswell,James,Rowswell,19,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,228,474,228,474,-11.7,0,0,a,,,,1.0,1.0,,
511,Souza,João Victor,de Souza Menezes,19,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,806,1765,806,1765,-12.3,0,0,a,,,,1.0,1.0,2026-01-22,2006-06-16
512,Kudus,Mohammed,Kudus,19,3,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,214,1572,214,1572,-52.5,0,0,d,50,Thigh injury - 50% chance of playing,2026-07-23T12:01:23.848657Z,0.6,1.1,2025-07-10,2000-08-02
513,Xavi,Xavi,Simons,19,3,60,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,50,264,50,264,-29.7,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.864304Z,0.0,0.0,2025-08-29,2003-04-21
514,Tel,Mathys,Tel,19,3,60,0,0,2,2,2.0,2.0,90,1,0,0,0,3,0,0,0,0,17,0.06,0.06,0.12,3.87,8,0.5,1742,5063,1742,5063,-30.2,0,0,a,,,,2.2,2.2,2025-07-01,2005-04-27
515,Maddison,James,Maddison,19,3,65,0,0,1,1,1.0,1.0,22,0,0,0,0,0,0,0,0,0,6,0.00,0.01,0.01,0.85,2,1.2,2627,15979,2627,15979,-31.0,0,0,d,75,Shoulder injury - 75% chance of playing,2026-08-25T14:30:07.623508Z,2.3,1.7,2023-06-28,1996-11-23
516,Bentancur,Rodrigo,Bentancur,19,3,55,0,0,1,1,1.0,1.0,45,0,0,0,0,1,0,0,0,0,8,0.00,0.01,0.01,2.18,5,0.2,346,1211,346,1211,-20.7,0,0,a,,,,2.0,2.0,2022-01-31,1997-06-25
517,Odobert,Wilson,Odobert,19,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,8,13,8,13,-9.3,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.879434Z,0.0,0.0,2024-08-16,2004-11-28
518,P.M.Sarr,Pape Matar,Sarr,19,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,36,7379,36,7379,-80.8,0,0,i,0,Hamstring injury - Unknown return date,2026-08-21T14:30:08.419690Z,0.0,0.0,2021-08-27,2002-09-14
519,Gallagher,Conor,Gallagher,19,3,55,0,0,0,0,0.0,0.0,45,1,0,0,0,2,1,0,0,0,1,0.02,0.06,0.08,1.70,3,0.3,753,2810,753,2810,-36.5,0,0,a,,,,2.0,2.0,2026-01-14,2000-02-06
520,Bergvall,Lucas,Bergvall,19,3,55,0,0,1,1,1.0,1.0,45,1,0,0,0,2,0,0,0,0,2,0.00,0.01,0.01,1.70,8,0.2,429,1351,429,1351,-20.6,0,0,a,,,,2.0,2.0,2024-07-01,2006-02-02
521,Kulusevski,Dejan,Kulusevski,19,3,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,53,163,53,163,-21.7,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.895175Z,0.0,0.0,2023-07-01,2000-04-25
522,Gray,Archie,Gray,19,3,50,0,0,2,2,2.0,2.0,85,1,0,0,0,3,0,0,0,0,15,0.00,0.01,0.01,3.43,5,0.2,1093,1607,1093,1607,-7.8,0,0,a,,,,1.5,1.5,2024-07-02,2006-03-12
523,Moore,Mikey,Moore,19,3,50,0,0,2,2,2.0,2.0,67,1,0,0,0,3,0,0,0,0,10,0.38,0.02,0.40,3.02,2,0.2,582,1431,582,1431,-19.2,0,0,a,,,,1.5,1.5,2024-05-01,2007-08-11
524,Olusesi,Callum,Olusesi,19,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.9,1678,6479,1678,6479,-22.7,0,0,a,,,,1.0,1.0,,
525,Fernandes,Mateus,Fernandes,19,3,60,0,0,1,1,1.0,1.0,45,0,0,0,0,1,0,0,0,0,16,0.00,0.06,0.06,2.18,2,1.7,2450,19932,2450,19932,-51.0,0,0,a,,,,2.2,2.2,2026-07-02,2004-07-10
526,Solanke,Dominic,Solanke-Mitchell,19,4,60,0,0,1,1,1.0,1.0,22,0,0,0,0,0,0,0,0,0,3,0.07,0.00,0.07,0.85,0,1.4,3124,12603,3124,12603,-35.5,0,0,a,,,,2.0,2.0,2024-08-10,1997-09-14
527,Richarlison,Richarlison,de Andrade,19,4,60,0,0,2,2,2.0,2.0,67,1,0,0,0,3,0,0,0,0,6,0.00,0.00,0.00,3.02,1,3.0,8452,22220,8452,22220,-20.2,0,0,a,,,,2.0,2.0,2022-07-01,1997-05-10
528,Scarlett,Dane,Scarlett,19,4,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.7,8506,11292,8506,11292,-3.7,0,0,a,,,,1.0,1.0,2020-08-21,2004-03-24
601,Williams-Barnett,Luca,Williams-Barnett,19,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,1695,334,1695,334,0.0,0,0,a,,,,1.0,1.0,2025-07-25,2008-10-01
529,Roefs,Robin,Roefs,20,1,50,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,1,0,7,0.00,0.00,0.00,1.80,0,4.1,2869,17188,2869,17188,-11.6,0,0,a,,,,2.6,2.6,2025-08-01,2003-01-17
530,Patterson,Anthony,Patterson,20,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,0,1830,0,1830,0.0,0,0,u,0,Has joined Wrexham permanently,2026-08-12T14:08:03.064533Z,0.0,0.0,2018-10-09,2000-05-10
531,Ellborg,Melker,Ellborg,20,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,138,544,138,544,-19.9,0,0,a,,,,1.9,1.9,2026-02-01,2003-05-22
532,Ballard,Daniel,Ballard,20,2,50,0,0,0,0,0.0,0.0,90,1,0,0,0,2,1,0,0,0,4,0.00,0.01,0.01,1.80,9,5.3,7935,28882,7935,28882,-15.8,0,0,a,,,,2.2,2.2,2022-07-01,1999-09-22
533,Mukiele,Nordi,Mukiele,20,2,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,2.7,3940,21797,3940,21797,-31.0,0,0,a,100,,2026-08-09T08:30:05.954750Z,2.5,2.5,2025-08-17,1997-11-01
534,Hume,Trai,Hume,20,2,45,0,0,2,2,2.0,2.0,79,1,0,0,0,1,0,0,0,0,14,0.04,0.27,0.31,1.69,4,6.6,8220,23800,8220,23800,-8.0,0,0,a,,,,1.7,1.7,2022-01-04,2002-03-18
535,Alderete,Omar,Alderete,20,2,50,0,0,1,1,1.0,1.0,23,0,0,0,0,1,0,0,0,0,2,0.00,0.01,0.01,0.10,0,0.5,1921,2832,1921,2832,-3.9,0,0,a,100,,2026-08-09T08:30:05.962393Z,2.2,2.2,2025-08-12,1996-12-26
536,Reinildo,Reinildo,Mandava,20,2,45,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,9,0.00,0.29,0.29,1.80,8,0.5,596,1940,596,1940,-11.4,0,0,a,,,,1.7,1.7,2025-07-08,1994-01-21
537,Seelt,Jenson,Seelt,20,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,42,75,42,75,-15.8,0,0,a,,,,1.7,1.7,2023-07-01,2003-05-23
